date,strategy_id,market,category,sector_or_index,contribution,cumulative_contribution,portfolio_value_local,portfolio_value_usd_if_applicable,drawdown
2016-10-31,US_BROAD_INDEX_SPY,US,broad_index,SPY,1000.0,22000.0,22681.587276107286,,0.0
2016-11-30,US_BROAD_INDEX_SPY,US,broad_index,SPY,1000.0,23000.0,24563.3310559856,,0.0
2016-12-31,US_BROAD_INDEX_SPY,US,broad_index,SPY,1000.0,24000.0,25923.499817664913,,0.0
2017-01-31,US_BROAD_INDEX_SPY,US,broad_index,SPY,1000.0,25000.0,27395.85838466892,,0.0
2017-02-28,US_BROAD_INDEX_SPY,US,broad_index,SPY,1000.0,26000.0,29511.575189691226,,0.0
2017-03-31,US_BROAD_INDEX_SPY,US,broad_index,SPY,1000.0,27000.0,30409.355142896973,,0.0
2017-04-30,US_BROAD_INDEX_SPY,US,broad_index,SPY,1000.0,28000.0,31718.907105261624,,0.0
2017-05-31,US_BROAD_INDEX_SPY,US,broad_index,SPY,1000.0,29000.0,33177.73535100615,,0.0
2017-06-30,US_BROAD_INDEX_SPY,US,broad_index,SPY,1000.0,30000.0,34219.81604379444,,0.0
2017-07-31,US_BROAD_INDEX_SPY,US,broad_index,SPY,1000.0,31000.0,35940.23937864709,,0.0
2017-08-31,US_BROAD_INDEX_SPY,US,broad_index,SPY,1000.0,32000.0,37045.18310545638,,0.0
2017-09-30,US_BROAD_INDEX_SPY,US,broad_index,SPY,1000.0,33000.0,38622.782925825464,,0.0
2017-10-31,US_BROAD_INDEX_SPY,US,broad_index,SPY,1000.0,34000.0,40550.54247057032,,0.0
